set_number,title,theme,subtheme,actual_growth,is_avoid,avoid_prob,shelf_life_months,retire_quarter,retires_before_q4
10953,Unicorn,DUPLO,Basic,15.36,0,0.0845373967772647,,1.0,1.0
80102,Dragon Dance,Seasonal,Chinese Traditional Festivals,10.93,0,0.19667109855917222,,,
42220,LEGO Technic 42220 Monster Jam Sparkle Smash Pull-Back,Technic,Monster Jam,15.25,0,0.20930052504768348,,,
76463,LEGO Harry Potter 76463 Hogwarts Castle: Hospital Wing,Harry Potter,Prisoner of Azkaban,6.52,0,0.34564795122614955,,,
10957,Fire Helicopter & Police Car,DUPLO,Town,8.36,0,0.03228390256367663,,1.0,1.0
10958,Creative Birthday Party,DUPLO,Basic,1.38,1,0.36785101956569916,,,
10961,Airplane & Airport,DUPLO,,11.78,0,0.06615885631201163,17.017082785808146,4.0,0.0
11013,Creative Transparent Bricks,Classic,Creative Bricks,6.24,0,0.5828441975992154,,4.0,0.0
11014,Bricks and Wheels,Classic,,8.88,0,0.26861537291933,36.00525624178712,1.0,1.0
11015,Around the World,Classic,,5.88,0,0.8401774010824816,27.003942181340342,3.0,1.0
43111,Candy Castle Stage,Vidiyo,Stages,6.2,0,0.7423090017434898,9.986859395532194,2.0,1.0
76335,Spider-Man vs. Ghost Rider Motorcycle,Super Heroes Marvel,Spider-Man,9.24,0,0.17754483414224945,,,
10471,LEGO DUPLO Town 10471 Blue Police Motorcycle,DUPLO,,3.84,1,0.8190505016967469,,,
43101,"Minifigure, Vidiyo Bandmates, Series 1 (Complete Series of 12 Complete Minifigure Sets)",Vidiyo,Bandmates Series 1,1.38,1,0.6809406610913347,15.99868593955322,3.0,1.0
43102,Candy Mermaid BeatBox,Vidiyo,BeatBox,5.43,0,0.2959960020016453,21.02496714848883,4.0,0.0
43104,Alien DJ BeatBox,Vidiyo,BeatBox,7.16,0,0.3235366408263088,20.039421813403415,4.0,0.0
43105,Party Llama BeatBox,Vidiyo,BeatBox,6.3,0,0.2870502540892412,21.02496714848883,4.0,0.0
43106,Unicorn DJ BeatBox,Vidiyo,BeatBox,6.3,0,0.3771722005710546,21.02496714848883,4.0,0.0
43107,Hiphop Robot BeatBox,Vidiyo,BeatBox,0.53,1,0.8369086164655224,20.039421813403415,4.0,0.0
43109,Metal Dragon BeatBox,Vidiyo,BeatBox,18.63,0,0.12239695508347669,8.968462549277266,1.0,1.0
43110,Folk Fairy BeatBox,Vidiyo,BeatBox,6.3,0,0.5344630335587515,10.972404730617608,2.0,1.0
71851,LEGO Ninjago 71851 Kai's Dragon Mech Battle Pack,NINJAGO,Dragons Rising Season 4,4.74,1,0.7181933917749196,,,
42688,LEGO Friends 42688 Horse Stable and Riding Academy,Friends,Horseback Riding,5.82,0,0.061594178353389734,,,
43114,Punk Pirate Ship,Vidiyo,Stages,2.28,1,0.339014029587777,9.986859395532194,2.0,1.0
43115,The Boombox,Vidiyo,Stages,6.2,0,0.7554357041186872,11.990801576872535,2.0,1.0
60275,Police Helicopter,Town,Police,5.21,0,0.5264691330810394,,4.0,0.0
60277,Police Patrol Boat,Town,Police,17.68,0,0.1555977703580713,,4.0,0.0
60276,Police Prisoner Transport,Town,Police,17.68,0,0.37463821443974626,,1.0,1.0
60279,Fire Hazard Truck,Town,Fire,5.89,0,0.07903613499357881,,,
60280,Fire Ladder Truck,Town,Fire,3.66,1,0.8423242024534835,,4.0,0.0
60281,Fire Rescue Helicopter,Town,Fire,3.6,1,0.9291355853702091,,4.0,0.0
60283,Holiday Camper Van,Town,Traffic,11.54,0,0.19629197579554739,,4.0,0.0
60284,Roadwork Truck,Town,Construction,3.5,1,0.6916351575302377,,4.0,0.0
60285,Sports Car,Town,Traffic,12.34,0,0.05046022789937624,,,
60287,Tractor,Town,Farm,7.92,0,0.14907418109407067,,,
60288,Race Buggy Transporter,Town,Traffic,7.74,0,0.14114546335029396,,,
60290,Skate Park,Town,General,5.07,0,0.9541696028890396,,,
60291,Family House,Town,General,4.23,1,0.926597751688855,,4.0,0.0
60292,Town Center,Town,General,10.85,0,0.25399156720985,,4.0,0.0
60297,Demolition Stunt Bike,Town,Stuntz,5.92,0,0.12219358090538088,,1.0,1.0
60298,Rocket Stunt Bike,Town,Stuntz,8.23,0,0.14221861634867436,,1.0,1.0
60299,Stunt Competition,Town,Stuntz,2.51,1,0.679249598331853,,1.0,1.0
60301,Wildlife Rescue Off-Roader,Town,Wildlife Rescue,2.04,1,0.9459977889153259,18.00262812089356,4.0,0.0
71395,Super Mario 64 Question Mark Block,Super Mario,Miscellaneous,18.29,0,0.06394876331662419,32.98291721419185,3.0,1.0
21583,LEGO Minecraft 21583 Steve's Taiga Adventure,Minecraft,Minifig-scale,5.51,0,0.3852215485120146,,,
60306,Shopping Street,Town,General,4.72,1,0.82433823582783,,,
71385,Tanooki Mario - Power-Up Pack,Super Mario,Power-Up Pack,36.4,0,0.05861843034115313,,,
71387,Adventures with Luigi - Starter Course,Super Mario,Starter Course,8.2,0,0.3618278431140264,39.02759526938239,4.0,0.0
71390,Reznor Knockdown - Expansion Set,Super Mario,Expansion Set,4.32,1,0.7677236910060533,23.98160315374507,3.0,1.0
71391,Bowser’s Airship - Expansion Set,Super Mario,Expansion Set,4.32,1,0.8398094055833113,15.013140604467806,4.0,0.0
71392,Frog Mario - Power-Up Pack,Super Mario,Power-Up Pack,14.67,0,0.050028362595844436,11.990801576872535,3.0,1.0
71730,Epic Battle Set - Kai vs Skulkin,NINJAGO,Legacy,6.84,0,0.04982037222052793,,,
71732,Epic Battle Set - Jay vs Serpentine,NINJAGO,Legacy,7.09,0,0.05340386626899376,,,
71733,Epic Battle Set - Cole vs Ghost Warrior,NINJAGO,Legacy,11.37,0,0.046510821591839224,,,
71734,Kai's Blade Cycle,NINJAGO,Legacy,3.99,1,0.25903611872984333,13.994743758212877,3.0,1.0
71736,Boulder Blaster,NINJAGO,Legacy,17.31,0,0.019520176441587704,,4.0,0.0
71737,X-1 Ninja Charger,NINJAGO,Legacy,13.5,0,0.016945701002555633,,4.0,0.0
71739,Ultra Sonic Raider,NINJAGO,Legacy,14.93,0,0.08578179711290564,15.013140604467806,3.0,1.0
66662,City Bundle Pack (Sets 60284 and 60286),City,Value Packs,5.41,0,0.4803399931922478,,,
66664,"Dots Bundle Pack (Sets 41902, 41903, 41905, and 41908)",Dots,Value Packs,5.5,0,0.5500047259709921,,,
71745,Lloyd's Jungle Chopper Bike,NINJAGO,The Island,11.39,0,0.0741294646950407,20.039421813403415,4.0,0.0
71742,Overlord Dragon,NINJAGO,Legacy,16.5,0,0.021705111062477443,,4.0,0.0
71747,The Keepers' Village,NINJAGO,The Island,12.64,0,0.05469791481931379,21.02496714848883,4.0,0.0
71748,Catamaran Sea Battle,NINJAGO,The Island,4.42,1,0.08908102162002582,22.043363994743757,1.0,1.0
71752,Ninja Sub Speeder,NINJAGO,Seabound,4.63,1,0.4466734265644425,15.013140604467806,3.0,1.0
71750,Lloyd's Hydro Mech,NINJAGO,Seabound,16.64,0,0.08850634259708495,17.017082785808146,4.0,0.0
75311,Imperial Armored Marauder,Star Wars,The Mandalorian,5.85,0,0.3583882712191201,15.99868593955322,4.0,0.0
75312,Boba Fett's Starship,Star Wars,The Mandalorian,2.31,1,0.7108703956665129,27.989487516425754,4.0,0.0
75315,Imperial Light Cruiser,Star Wars,The Mandalorian,3.48,1,0.4531137480229434,15.013140604467806,4.0,0.0
75316,Mandalorian Starfighter,Star Wars,The Clone Wars,7.04,0,0.21898426721656555,15.99868593955322,4.0,0.0
75319,The Armorer’s Mandalorian Forge,Star Wars,The Mandalorian,13.89,0,0.5944611745977916,17.017082785808146,1.0,1.0
75547,Minion Pilot in Training,Despicable Me and Minions,The Rise of Gru,23.84,0,0.22751189934476868,,,
75550,Minions Kung Fu Battle,Despicable Me and Minions,The Rise of Gru,12.5,0,0.1240795597562809,,1.0,1.0
76154,Deviant Ambush!,Super Heroes,Eternals,7.21,0,0.38840204494034514,,,
76168,Captain America Mech Armor,Super Heroes,Avengers,29.19,0,0.014725905147986773,,,
76169,Thor Mech Armor,Super Heroes,Avengers,22.69,0,0.015150765384861323,,,
76171,Miles Morales Mech Armor,Super Heroes,Spider-Man,13.01,0,0.009268055289897138,,,
76172,Spider-Man and Sandman Showdown,Super Heroes,Spider-Man,13.31,0,0.016551166187485058,,,
76175,Attack on the Spider Lair,Super Heroes,Spider-Man,12.68,0,0.08063693285030396,20.039421813403415,4.0,0.0
76177,Battle at the Ancient Village,Super Heroes,ShangChi and the Legend of the Ten Rings,14.85,0,0.12807576880019952,,1.0,1.0
76240,Batman Batmobile Tumbler,Super Heroes,The Dark Knight Trilogy,18.72,0,0.1998171762361974,36.00525624178712,4.0,0.0
76185,Spider-Man at the Sanctum Workshop,Super Heroes,Spider-Man No Way Home,7.31,0,0.22484964126481177,15.013140604467806,1.0,1.0
76187,Venom,Super Heroes,Spider-Man,17.57,0,0.04979145413836871,,1.0,1.0
76189,Captain America and Hydra Face-Off,Super Heroes,Age of Ultron,7.57,0,0.06597304062440283,18.00262812089356,4.0,0.0
76190,Iron Man: Iron Monger Mayhem,Super Heroes,Iron Man,10.42,0,0.06520488266682926,18.00262812089356,4.0,0.0
76194,Tony Stark’s Sakaarian Iron Man,Super Heroes,What If?,3.32,1,0.484330085973031,,,
76196,"Advent Calendar 2021, Super Heroes, The Avengers (Day 24) - Infinity Gauntlet and Stones",Holiday & Event,Seasonal,2.03,1,0.9053757586826677,2.9894875164257555,4.0,0.0
76199,Carnage,Super Heroes,Spider-Man,8.68,0,0.013393895351646062,,,
76200,Bro Thor’s New Asgard,Super Heroes,Avengers Endgame,2.32,1,0.9226847821368043,17.017082785808146,1.0,1.0
76201,Captain Carter & The Hydra Stomper,Super Heroes,What If?,3.01,1,0.403891604011602,17.017082785808146,1.0,1.0
76237,Sanctuary II: Endgame Battle,Super Heroes,Avengers Endgame,0.41,1,0.9399944063526783,15.013140604467806,1.0,1.0
76239,Batmobile Tumbler: Scarecrow Showdown,Super Heroes,The Dark Knight Trilogy,12.95,0,0.08089719198476503,13.994743758212877,4.0,0.0
76382,Hogwarts Moment: Transfiguration Class,Harry Potter,Hogwarts Moments,4.57,1,0.5173464690881008,22.963206307490143,4.0,0.0
76384,Hogwarts Moment: Herbology Class,Harry Potter,Hogwarts Moments,22.41,0,0.30027427158744374,,,
76385,Hogwarts Moment: Charms Class,Harry Potter,Hogwarts Moments,7.6,0,0.24676543259580722,,4.0,0.0
76388,Hogsmeade Village Visit,Harry Potter,Prisoner of Azkaban,5.57,0,0.07810936329063936,38.009198423127465,3.0,1.0
76390,"Advent Calendar 2021, Harry Potter (Day 24) - Game Spinner",Holiday & Event,Seasonal,2.56,1,0.9526891363284853,2.9894875164257555,4.0,0.0
76392,Hogwarts Wizard’s Chess,Harry Potter,Philosopher's Stone,26.15,0,0.0936885549847377,18.00262812089356,4.0,0.0
76393,Harry Potter & Hermione Granger,Harry Potter,Characters Sculptures,5.11,0,0.07696181048770215,19.021024967148488,1.0,1.0
76394,"Fawkes, Dumbledore’s Phoenix",Harry Potter,Characters Sculptures,18.17,0,0.010226662801914277,17.017082785808146,4.0,0.0
76901,Toyota GR Supra,SPEED CHAMPIONS,Toyota,10.44,0,0.06136024910133725,29.993429697766096,4.0,0.0
76902,McLaren Elva,SPEED CHAMPIONS,McLaren,8.94,0,0.05720154683389552,19.021024967148488,1.0,1.0
76903,Chevrolet Corvette C8.R Race Car and 1968 Chevrolet Corvette,SPEED CHAMPIONS,Chevrolet,14.49,0,0.04723459913188862,21.97766097240473,2.0,1.0
76905,Ford GT Heritage Edition and Bronco R,SPEED CHAMPIONS,Ford,19.71,0,0.016287254170297003,18.00262812089356,4.0,0.0
76940,T. rex Dinosaur Fossil Exhibition,Jurassic World,Camp Cretaceous,9.14,0,0.7116298403972032,14.98028909329829,4.0,0.0
76941,Carnotaurus Dinosaur Chase,Jurassic World,Camp Cretaceous,7.95,0,0.5579858907518067,15.99868593955322,1.0,1.0
76942,Baryonyx Dinosaur Boat Escape,Jurassic World,Camp Cretaceous,0.57,1,0.4748885184501943,15.99868593955322,1.0,1.0
77941,Mighty Dinosaurs {Dark Blue Edition},Creator,3 in 1,16.2,0,0.2574075465669095,4.0078843626806835,1.0,1.0
77943,Fire Station Starter Set,Town,Fire,10.8,0,0.2541249493555893,15.99868593955322,1.0,1.0
77944,Fire Station Headquarters,Town,Fire,0.0,1,0.8439008455622858,15.99868593955322,1.0,1.0
42679,LEGO Friends 42679 Heartlake City Bunny Hotel,Friends,Pets,2.89,1,0.9733113967893904,,,
80019,Red Son’s Inferno Jet,Monkie Kid,Season 2,12.9,0,0.3555214989240069,22.043363994743757,1.0,1.0
80021,Monkie Kid’s Lion Guardian,Monkie Kid,Season 2,3.65,1,0.5303576036930323,22.043363994743757,1.0,1.0
80022,Spider Queen’s Arachnoid Base,Monkie Kid,Season 2,2.69,1,0.29789352071555847,22.043363994743757,1.0,1.0
80025,Sandy's Power Loader Mech,Monkie Kid,Season 2,10.56,0,0.6165263015349567,18.035479632063073,1.0,1.0
80024,The Legendary Flower Fruit Mountain,Monkie Kid,Season 2,6.32,0,0.43370370219412463,22.043363994743757,1.0,1.0
80026,Pigsy’s Noodle Tank,Monkie Kid,Season 2,4.87,1,0.5786273545051349,18.035479632063073,1.0,1.0
80106,Story of Nian,Holiday & Event,Chinese Traditional Festivals,4.45,1,0.8736160300342409,,,
80107,Spring Lantern Festival,Holiday & Event,Chinese Traditional Festivals,4.45,1,0.7824256779288077,,4.0,0.0
88015,Battery Box,Power Functions,,2.85,1,0.5638119990824053,,,
88018,Medium Angular Motor,Power Functions,,4.09,1,0.8287411705546818,,,
10303,Loop Coaster,Creator,Fairground,15.61,0,0.2729846535546682,29.040735873850196,4.0,0.0
10777,Mickey and Minnie's Camping Trip,Disney,Mickey and Friends,7.9,0,0.5199726567515365,15.99868593955322,4.0,0.0
10780,Mickey and Friends Castle Defenders,Disney,Mickey and Friends,6.7,0,0.38674054397001223,13.009198423127463,3.0,1.0
10784,Spider-Man Webquarters Hangout,Super Heroes,Spidey and His Amazing Friends,4.34,1,0.5422851585734818,21.97766097240473,4.0,0.0
10938,Dinosaur Nursery,DUPLO,Jurassic World,4.44,1,0.6510531781221862,,,
10959,Police Station & Helicopter,DUPLO,,11.51,0,0.26164086930359376,,,
10962,Buzz Lightyear’s Planetary Mission,DUPLO,,4.74,1,0.6751399510165207,,1.0,1.0
10966,Bath Time Fun: Floating Animal Island,DUPLO,,2.69,1,0.8322909452932447,25.0,1.0,1.0
10964,Bath Time Fun: Floating Red Panda,DUPLO,,3.82,1,0.6281117424212251,,,
10969,Fire Truck,DUPLO,,4.74,1,0.7353218573769222,44.053876478318,4.0,0.0
10971,Wild Animals of Africa,DUPLO,,8.18,0,0.02946097906127712,,,
10972,Wild Animals of the Ocean,DUPLO,,10.68,0,0.16300399710064184,,,
10973,Wild Animals of South America,DUPLO,,19.91,0,0.2549793299100318,18.035479632063073,1.0,1.0
10975,Wild Animals of the World,DUPLO,,20.04,0,0.2830555062739345,28.02233902759527,4.0,0.0
10976,Santa's Gingerbread House,DUPLO,Seasonal,10.11,0,0.3153618194423543,19.97371879106439,2.0,1.0
10978,Creative Building Time,DUPLO,,11.19,0,0.47263873168736015,21.97766097240473,4.0,0.0
21277,LEGO Minecraft 21277 The Pickaxe Mine,Minecraft,Minifig-scale,5.51,0,0.1951445854713551,,,
42225,LEGO Technic 42225 Yellow Motorcycle,Technic,,3.6,1,0.17940651788838274,,,
21186,The Ice Castle,Minecraft,Minifig-scale,2.17,1,0.49336734095800716,19.021024967148488,1.0,1.0
10979,Wild Animals of Europe,DUPLO,,18.64,0,0.06429000395527872,20.992115637319316,1.0,1.0
11017,Creative Monsters,Classic,Creative Fun,3.19,1,0.7912562614920082,32.06307490144547,4.0,0.0
11018,Creative Ocean Fun,Classic,Creative Fun,0.65,1,0.5918340994100066,,,
11020,Build Together,Classic,Miscellaneous,7.95,0,0.31380540254573575,19.021024967148488,1.0,1.0
11022,Space Mission,Classic,,2.21,1,0.23801912870309092,20.992115637319316,1.0,1.0
21177,The Creeper Ambush,Minecraft,Minifig-scale,14.16,0,0.23387935539695393,23.98160315374507,1.0,1.0
21183,The Training Grounds,Minecraft,Minifig-scale,6.33,0,0.2076765346774033,25.0,1.0,1.0
21179,The Mushroom House,Minecraft,Minifig-scale,4.93,1,0.2586123453900689,34.00131406044678,4.0,0.0
21189,The Skeleton Dungeon,Minecraft,Minifig-scale,11.71,0,0.1674251026404729,27.036793692509853,4.0,0.0
21181,The Rabbit Ranch,Minecraft,Minifig-scale,0.01,1,0.156848416786275,25.0,1.0,1.0
21184,The Bakery,Minecraft,Minifig-scale,6.33,0,0.3365940677005179,22.996057818659658,2.0,1.0
21190,The Abandoned Village,Minecraft,Minifig-scale,9.29,0,0.07918875680728821,15.99868593955322,4.0,0.0
21334,Jazz Quartet,LEGO Ideas (CUUSOO),,27.54,0,0.02401309224351948,28.055190538764784,4.0,0.0
21332,The Globe,LEGO Ideas (CUUSOO),,22.5,0,0.053261571695905216,32.98291721419185,4.0,0.0
21337,Table Football,LEGO Ideas (CUUSOO),,4.03,1,0.04704184974727658,12.976346911957949,4.0,0.0
42218,LEGO Technic 42218 John Deere 1470H Wheeled Harvester,Technic,Licensed,3.56,1,0.953362976351945,,,
40546,Poodle,BrickHeadz,Pets,10.23,0,0.0166762634022202,6.044678055190539,1.0,1.0
40545,Koi Fish,BrickHeadz,Pets,30.4,0,0.042540630746858446,5.026281208935611,1.0,1.0
40522,Valentine Lovebirds,Holiday & Event,Valentine's Day,29.4,0,0.009312026009549057,25.952693823915897,1.0,1.0
40523,Easter Rabbits Display,Holiday & Event,Easter,11.95,0,0.024743307997409425,26.938239159001313,2.0,1.0
40526,Electric Scooters & Charging Dock blister pack,Town,,4.9,1,0.8899588957741832,9.986859395532194,2.0,1.0
40535,Iron Man,Brick Sketches,Marvel Super Heroes,1.83,1,0.6987596752874699,13.994743758212877,2.0,1.0
40536,Miles Morales,Brick Sketches,Marvel Super Heroes,18.56,0,0.3436111692578321,10.052562417871222,1.0,1.0
40540,Lion Dance Guy,BrickHeadz,Seasonal,10.38,0,0.05160702759982521,25.952693823915897,1.0,1.0
40541,Manchester United Go Brick Me,BrickHeadz,Go Brick Me,17.04,0,0.028434767622969842,17.969776609724047,1.0,1.0
40543,St. Bernard,BrickHeadz,Pets,5.22,0,0.047365439630194336,25.0,1.0,1.0
40544,French Bulldog,BrickHeadz,Pets,16.64,0,0.029926126147855964,22.963206307490143,4.0,0.0
11201,LEGO Bluey 11201 Playground Fun with Bluey and Chloe,Bluey,,7.58,0,0.2566719114994861,,,
40548,Spice Girls Tribute,BrickHeadz,Miscellaneous,7.62,0,0.31483746075013,24.014454664914584,1.0,1.0
41699,Pet Adoption Café {Cafe},Friends,Heartlake City,0.02,1,0.9801716150910152,24.014454664914584,1.0,1.0
40552,Buzz Lightyear,BrickHeadz,Disney,12.15,0,0.04431122538145842,6.964520367936925,3.0,1.0
41696,Pony-Washing Stable,Friends,,9.47,0,0.031567204081484924,,1.0,1.0
41698,Pet Playground,Friends,Pets,5.93,0,0.04391626223017934,9.034165571616294,4.0,0.0
41700,Beach Glamping,Friends,Beach,1.24,1,0.9871572865837359,10.972404730617608,4.0,0.0
41701,Street Food Market,Friends,Park,1.49,1,0.9812590139975663,9.986859395532194,4.0,0.0
41702,Canal Houseboat,Friends,Summer,3.07,1,0.9891730618911597,9.986859395532194,4.0,0.0
41704,Main Street Building,Friends,Heartlake City,9.49,0,0.0642568213998307,20.9592641261498,4.0,0.0
41705,Heartlake City Pizzeria,Friends,Heartlake City,5.76,0,0.026208783862236112,,1.0,1.0
41706,"Advent Calendar 2022, Friends (Day 24) - Santa with Sack",Friends,Seasonal,0.56,1,0.9725225860030825,6.964520367936925,2.0,1.0
41707,Tree-Planting Vehicle,Friends,,6.1,0,0.09973753863162295,23.98160315374507,1.0,1.0
41708,Roller Disco Arcade,Friends,Heartlake City,2.97,1,0.9647050903448804,18.00262812089356,4.0,0.0
41709,Vacation Beach House,Friends,Beach,1.01,1,0.9941877519635158,9.034165571616294,4.0,0.0
41710,Surfer Beach Fun,Friends,Beach,3.4,1,0.9902518111518326,8.968462549277266,1.0,1.0
41711,Emma's Art School,Friends,Heartlake City,6.15,0,0.06355499380318319,17.017082785808146,4.0,0.0
41713,Olivia's Space Academy,Friends,Space,3.43,1,0.9894831932041225,20.039421813403415,1.0,1.0
41715,Ice-Cream Truck,Friends,Traffic,0.02,1,0.9793080004657492,20.039421813403415,1.0,1.0
41714,Andrea’s Theater School,Friends,Heartlake City,1.76,1,0.9839203946525269,,1.0,1.0
41718,Pet Day-Care Center,Friends,Heartlake City,8.57,0,0.032426939925072215,24.014454664914584,1.0,1.0
41721,Organic Farm,Friends,Farm,2.35,1,0.9935958965777908,20.992115637319316,1.0,1.0
41722,Horse Show Trailer,Friends,Horseback Riding,3.31,1,0.9043024989301769,19.021024967148488,1.0,1.0
10459,LEGO DUPLO Bluey 10459 Bluey's Family House with Memory Game,DUPLO,Bluey,3.84,1,0.7493063289771925,,,
41944,Candy Kitty - Bracelet & Bag Tag,Dots,Bag Tag,5.31,0,0.27520259981108236,9.986859395532194,4.0,0.0
42135,Monster Jam El Toro Loco,Technic,Monster Jam,29.97,0,0.013079533828240895,22.963206307490143,4.0,0.0
42137,Formula E Porsche 99X Electric,Technic,,4.14,1,0.548744573189917,22.963206307490143,4.0,0.0
42138,Ford Mustang Shelby GT500,Technic,Licensed,4.09,1,0.8960514160185677,36.00525624178712,1.0,1.0
42139,All-Terrain Vehicle,Technic,,8.73,0,0.41527701783128357,21.02496714848883,4.0,0.0
42141,McLaren Formula 1 Team 2022 Race Car,Technic,Licensed,4.09,1,0.8582783751526596,45.039421813403415,4.0,0.0
43198,Anna’s Castle Courtyard,Disney,Frozen II,2.83,1,0.6397337102663215,,1.0,1.0
43203,"Aurora, Merida and Tiana’s Enchanted Creations",Disney,,5.93,0,0.4530697092365117,23.98160315374507,1.0,1.0
43205,Ultimate Adventure Castle,Disney,Disney Princess,7.33,0,0.11332591996944354,28.02233902759527,4.0,0.0
43204,Anna and Olaf's Castle Fun,Disney,Frozen,8.56,0,0.47961124904486785,20.992115637319316,1.0,1.0
43207,Ariel's Underwater Palace,Disney,The Little Mermaid,8.03,0,0.4933605707699625,23.061760840998684,1.0,1.0
43206,Cinderella and Prince Charming's Castle,Disney,Cinderella,5.17,0,0.18129380995963476,31.044678055190538,1.0,1.0
60313,Space Ride Amusement Truck,City,Traffic,5.71,0,0.5375617639035252,20.039421813403415,1.0,1.0
60314,Ice Cream Truck Police Chase,City,Police,13.17,0,0.48505228249578397,21.97766097240473,4.0,0.0
60317,Police Chase at the Bank,City,Police,22.17,0,0.45816625291075613,21.97766097240473,4.0,0.0
60318,Fire Helicopter,City,Fire,7.23,0,0.4695947484022403,21.97766097240473,4.0,0.0
60320,Fire Station,City,Fire,2.15,1,0.6705401909777677,21.97766097240473,4.0,0.0
42145,Airbus H175 Rescue Helicopter,Technic,Licensed,15.14,0,0.6923756997516398,,,
31159,LEGO Creator 31159 Wild Animals: Surprising Spider,Creator,3 in 1,3.72,1,0.8177068360508397,,,
72045,LEGO Super Mario 72045 Mario Kart - Shy Guy & P-Wing,Super Mario,Mario Kart,7.13,0,0.28132201904976695,,,
60323,Stunt Plane,City,,8.57,0,0.10151918748924445,21.97766097240473,4.0,0.0
60326,Picnic in the park,City,,3.07,1,0.5895324528396778,10.972404730617608,4.0,0.0
60355,Water Police Detective Missions,City,Missions,4.49,1,0.5620424833857084,20.992115637319316,1.0,1.0
60354,Mars Spacecraft Exploration Missions,City,Missions,4.49,1,0.4691320662529886,20.992115637319316,1.0,1.0
66707,"City Bundle Pack, 3 in 1 (Sets 60296, 60297, and 60298 with Storage Case) - LEGO City Stuntz Gift Set",City,Stuntz,3.75,1,0.890133734927584,,,
66710,"Friends Bundle Pack, 4 in 1 (Sets 41443, 41677, 41691, and 41697) - LEGO Friends Gift Set",Friends,,3.8,1,0.9657160431086759,,,
66711,"Super Heroes Bundle Pack, Iron Man 2 and Guardians of the Galaxy Vol.2, 2 in 1 Pack (Sets 76216 and 76217) - Infinity Saga Collection",Marvel Super Heroes,Value Packs,3.87,1,0.19738436884147925,,,
66712,"Technic Bundle Pack, 4 in 1 (Sets 42118, 42119, 42134, and 42135) - Monster Jam Collection",Technic,Value Packs,19.16,0,0.19334063216374608,,,
66715,"NINJAGO Bundle Pack, 3 in 1 (Sets 70688, 70690, and 71742) - NINJAGO Gift Set",Ninjago,Value Packs,4.83,1,0.6321898159286978,,,
70688,Kai's Spinjitzu Ninja Training,Ninjago,,13.57,0,0.037471515241086224,9.034165571616294,4.0,0.0
70689,Lloyd's Spinjitzu Ninja Training,Ninjago,,25.26,0,0.053970586363616936,9.034165571616294,4.0,0.0
71396,Bowser Jr.’s Clown Car - Expansion Set,Super Mario,Expansion Set,17.29,0,0.41779030645555243,,,
71397,Lab and Poltergust - Expansion Set,Super Mario,Expansion Set,38.4,0,0.33788910145147605,14.947437582128778,2.0,1.0
71403,Adventures with Peach - Starter Course,Super Mario,,6.489999771118164,0,0.3611687853455559,,,
71405,Fuzzy Flippers - Expansion Set,Super Mario,,2.5,1,0.3819569675965035,,,
71406,Yoshi's Gift House - Expansion Set,Super Mario,Expansion Set,4.320000171661377,1,0.6849953968208901,,,
71407,Cat Peach Suit and Frozen Tower - Expansion Set,Super Mario,,4.300000190734863,1,0.6695982505429287,,,
71408,Peach's Castle - Expansion Set,Super Mario,Expansion Set,13.329999923706055,0,0.5845874015867468,,,
71410,"Character, Super Mario, Series 5 (Complete Series of 8 Complete Character Sets)",Super Mario,Character Pack Series 5,10.319999694824219,0,0.06424243272574472,,,
71411,The Mighty Bowser,Super Mario,Miscellaneous,6.519999980926514,0,0.1014660851215208,,,
71412,Big Bad Island - Expansion Set,Super Mario,Expansion Set,3.4600000381469727,1,0.7997634842690957,,,
71757,Lloyd's Ninja Mech,NINJAGO,Core,10.3100004196167,0,0.03845055078945236,,,
71759,Ninja Dragon Temple,NINJAGO,Core,11.6899995803833,0,0.1059079512989958,,,
71760,Jay’s Thunder Dragon EVO,NINJAGO,Core,6.619999885559082,0,0.07498321797861138,,,
71761,Zane’s Power Up Mech EVO,NINJAGO,Core,12.199999809265137,0,0.040918319253425955,,,
71762,Kai’s Fire Dragon EVO,NINJAGO,Core,5.440000057220459,0,0.04166414570270513,,,
71764,Ninja Training Center,NINJAGO,,6.139999866485596,0,0.15601137593341433,,,
71765,Ninja Ultra Combo Mech,NINJAGO,Core,26.940000534057617,0,0.006092195870366668,,,
71766,Lloyd’s Legendary Dragon,NINJAGO,Core,6.789999961853027,0,0.03413724518883105,,,
71767,Ninja Dojo Temple,NINJAGO,Core,6.619999885559082,0,0.017827836874043282,,,
71768,Jay's Golden Dragon Motorbike,NINJAGO,Crystalized,18.559999465942383,0,0.06709715750840804,,,
71769,Cole's Dragon Cruiser,NINJAGO,Crystalized,11.640000343322754,0,0.04225439511972181,,,
71770,Zane's Golden Dragon Jet,NINJAGO,Crystalized,24.31999969482422,0,0.09710945541452012,,,
71771,The Crystal King Temple,NINJAGO,Crystalized,5.039999961853027,0,0.045241076662119496,,,
71772,The Crystal King,NINJAGO,Crystalized,5.179999828338623,0,0.04392908353598858,,,
71773,Kai's Golden Dragon Raider,NINJAGO,Crystalized,14.930000305175781,0,0.12748715975279795,,,
71774,Lloyd's Golden Ultra Dragon,NINJAGO,Crystalized,30.399999618530273,0,0.07648399280356936,,,
71775,Nya's Samurai X MECH,NINJAGO,Crystalized,20.469999313354492,0,0.03853107141490663,,,
